0,44400
500,107100
1000,204550
1500,333800
2000,538325
2500,690025
3000,916850
3500,1173850
4000,1503500
4500,1793000
5000,2164775
5500,2635400
6000,3085400
6500,3484550
7000,3964625
7500,4533775
8000,5001450
8500,8082275
9000,6331850
9500,7011325
10000,7610600
10500,8209725
11000,9065600
11500,9853975
12000,10548300
12500,11685200
13000,12575050
13500,13275975
14000,14604325
14500,15516400
15000,16533475
15500,17639800
16000,21290025
16500,20016050
17000,20732650
17500,22105500
18000,23079475
18500,24254675
19000,25691575
19500,28354125
20000,28792000
20500,31011400
21000,31317050
21500,32434250
22000,34983800
22500,37455875
23000,37722625
23500,38833325
24000,40845125
24500,43022900
25000,45071550
25500,46054825
26000,48273550
26500,50383275
27000,52233825
27500,56101075
28000,56153000
28500,57607475
29000,67621025
29500,62075775
30000,64854950
30500,65972650
31000,68979700
31500,73407600
32000,73696050
32500,75771750
33000,76821125
33500,79192375
34000,85911875
34500,84433425
35000,85923375
35500,91302700
36000,93636325
36500,94127575
37000,97319100
37500,99910775
38000,105610375
38500,102855875
39000,107216475
39500,109343625
40000,110298125
40500,113582400
41000,119891750
41500,121433800
42000,124909950
42500,127796300
43000,129761725
43500,134452425
44000,139654850
44500,140078875
45000,143477125
45500,146350250
46000,147771600
46500,153059950
47000,155003225
47500,159302100
48000,161150275
48500,164441800
49000,169247025
49500,172249475
