0,10815
500,27665
1000,38130
1500,53140
2000,72890
2500,91600
3000,106380
3500,121975
4000,132695
4500,158815
5000,182345
5500,211010
6000,264360
6500,238125
7000,256705
7500,283145
8000,308375
8500,322575
9000,338910
9500,371345
10000,397910
10500,403220
11000,452875
11500,456960
12000,458165
12500,484360
13000,510290
13500,524730
14000,548490
14500,566250
15000,614185
15500,616210
16000,644470
16500,661095
17000,681000
17500,703310
18000,730225
18500,757800
19000,765125
19500,793720
20000,820155
20500,857425
21000,975965
21500,893420
22000,1038700
22500,960310
23000,962060
23500,981310
24000,1017025
24500,1027980
25000,1064195
25500,1077650
26000,1105335
26500,1141660
27000,1172905
27500,1194845
28000,1192000
28500,1224070
29000,1269150
29500,1274385
30000,1303085
30500,1335740
31000,1359565
31500,1403765
32000,1439250
32500,1462145
33000,1453810
33500,1483040
34000,1528340
34500,1510725
35000,1558785
35500,1602505
36000,1611310
36500,1625255
37000,1703450
37500,1685125
38000,1719220
38500,1802120
39000,1806460
39500,1871700
40000,1900835
40500,1847245
41000,1873555
41500,1888725
42000,1954980
42500,1963505
43000,2041740
43500,2039175
44000,2084110
44500,2099050
45000,2150080
45500,2198295
46000,2177090
46500,2231265
47000,2241210
47500,2291700
48000,2269580
48500,2351860
49000,2347515
49500,2425325
