0,83300
500,324850
1000,708025
1500,1280900
2000,1963450
2500,2937550
3000,3965575
3500,5145175
4000,6575375
4500,8022250
5000,9963225
5500,11711000
6000,13571875
6500,16264875
7000,18042050
7500,20423350
8000,23060275
8500,25708850
9000,28644400
9500,32163550
10000,35289750
10500,39709850
11000,41989750
11500,48396875
12000,49382075
12500,53912750
13000,57877700
13500,61894425
14000,66780975
14500,71468675
15000,75969950
15500,81324500
16000,85684725
16500,91597650
17000,98073100
17500,102543150
18000,108902425
18500,114562900
19000,119784925
19500,125260275
20000,135163825
20500,140703850
21000,145493550
21500,152768800
22000,160549850
22500,167703250
23000,176396450
23500,181104425
24000,191454825
24500,197304425
25000,203315875
25500,214707300
26000,219721500
26500,229598450
27000,238286800
27500,246513550
28000,252917775
28500,263386975
29000,271405300
29500,281117000
30000,292845350
30500,300182425
31000,309062700
31500,320390725
32000,330247250
32500,338537800
33000,350149150
33500,360680675
34000,373280050
34500,382600550
35000,393629700
35500,405589425
36000,415762375
36500,429578300
37000,441006850
37500,451276475
38000,463800900
38500,477928350
39000,491093175
39500,498644925
40000,509086275
40500,522766025
41000,538442475
41500,549693175
42000,563821100
42500,577431025
43000,591348325
43500,602388350
44000,617712500
44500,629241075
45000,644614350
45500,660605825
46000,672689525
46500,689020600
47000,701308250
47500,717974575
48000,732961975
48500,749473150
49000,765480075
49500,779477150
