0,9752850
100000,23205825
200000,34694475
300000,47831225
400000,62054175
500000,76119950
600000,90535900
700000,106296600
800000,123245900
900000,136554075
1000000,153577000
1100000,169459700
1200000,186847550
1300000,201788375
1400000,226430825
1500000,236534925
1600000,254667225
1700000,271425525
1800000,288712550
1900000,306815650
2000000,322443275
2100000,347054750
2200000,360362350
2300000,379619575
2400000,398417250
2500000,407990750
2600000,433203950
2700000,455225400
2800000,472940975
2900000,488228125
3000000,510321325
3100000,525149000
3200000,554149125
3300000,576564575
3400000,583757950
3500000,602710800
3600000,620991300
3700000,647697050
3800000,658268200
3900000,694562500
4000000,693380050
4100000,723321800
4200000,776142725
4300000,783717325
4400000,796296050
4500000,811346450
4600000,837035575
4700000,836417125
4800000,869366950
4900000,877117975
5000000,904611025
5100000,932496925
5200000,950722625
5300000,971308100
5400000,998840625
5500000,1014232600
5600000,1022054025
5700000,1057923125
5800000,1069873450
5900000,1095401650
6000000,1132071875
6100000,1178518600
6200000,1180959250
6300000,1215863075
6400000,1225199800
6500000,1251784700
6600000,1280307525
6700000,1311072700
6800000,1320795150
6900000,1333145200
7000000,1374266625
7100000,1364044400
7200000,1354499900
7300000,1382744975
7400000,1424039125
7500000,1432165675
7600000,1470891925
7700000,1503111125
7800000,1529321375
7900000,1510795925
8000000,1549923750
8100000,1562648550
8200000,1586017825
8300000,1623190000
8400000,1665924775
8500000,1674944575
8600000,1670069700
8700000,1696215175
8800000,1780241025
8900000,1804294875
9000000,1827789125
9100000,1851922725
9200000,1861002650
9300000,1913636125
9400000,1917365100
9500000,1945214850
9600000,2027893625
9700000,1915566700
9800000,1964700450
9900000,1954072525
