0,241200
500,757700
1000,2034550
1500,3605375
2000,5769825
2500,8858250
3000,12356400
3500,15609525
4000,20103075
4500,24557725
5000,30817775
5500,38753875
6000,42207925
6500,49798600
7000,55518500
7500,63548625
8000,72284650
8500,81855675
9000,91182825
9500,102073900
10000,114336100
10500,122639325
11000,136409325
11500,147195100
12000,159323625
12500,171891550
13000,187213675
13500,200673575
14000,216455375
14500,231769825
15000,247916250
15500,265106175
16000,281081100
16500,298245075
17000,318935975
17500,335549250
18000,355105050
18500,373412600
19000,392361000
19500,414806325
20000,435806225
20500,459998600
21000,478669075
21500,500939425
22000,524968125
22500,549955275
23000,577205675
23500,600225000
24000,622975500
24500,650302750
25000,681154325
25500,707428625
26000,741859800
26500,756713300
27000,791334650
27500,830829125
28000,854478400
28500,880758275
29000,913661625
29500,944005425
30000,973564775
30500,1004976850
31000,1046401575
31500,1070973225
32000,1106852925
32500,1145878575
33000,1176067450
33500,1214985900
34000,1244087000
34500,1283377400
35000,1329147775
35500,1364469300
36000,1398164800
36500,1442999225
37000,1475806775
37500,1525674600
38000,1566568775
38500,1598723725
39000,1642016975
39500,1683897400
40000,1731706400
40500,1779252800
41000,1817785975
41500,1855578725
42000,1907677175
42500,1959248175
43000,2002326500
43500,2043143225
44000,2090876375
44500,2143352700
45000,2182298150
45500,2239021600
46000,2279606350
46500,2342580575
47000,2398407900
47500,2442118150
48000,2655185200
48500,2629224425
49000,2683556175
49500,2715241875
